;mode: matches	thresholds:	cor=-1.000000	ncor=-1.000000	w=0	ncor1=-1.000000	ncor2=-1.000000
#id1	id2	name1	name2	cor	Ncor	Ncor1	Ncor2	w1	w2	w	W	Wr	wr1	wr2	strand	offset	uncounted
JASPAR_nematodes_MA0260.1_n1	JASPAR_nematodes_MA1441.1_n30	che-1	lim-7	0.376313	0.156797	0.313594	0.171051	6	11	5	12	0.416667	0.833333	0.454545	R	-6	31
JASPAR_nematodes_MA0260.1_n1	JASPAR_nematodes_MA1442.1_n31	che-1	mab-5	0.339343	0.135737	0.226228	0.169671	6	8	4	10	0.400000	0.666667	0.500000	R	-4	25
JASPAR_nematodes_MA0260.1_n1	JASPAR_nematodes_MA1443.1_n32	che-1	unc-30	0.540081	0.405061	0.540081	0.405061	6	8	6	8	0.750000	1.000000	0.750000	D	-1	25
JASPAR_nematodes_MA0260.1_n1	JASPAR_nematodes_MA1444.1_n33	che-1	cebp-1	0.739631	0.284473	0.616359	0.308180	6	12	5	13	0.384615	0.833333	0.416667	R	-7	33
JASPAR_nematodes_MA0260.1_n1	JASPAR_nematodes_MA1445.1_n34	che-1	ceh-28	0.396601	0.237961	0.396601	0.237961	6	10	6	10	0.600000	1.000000	0.600000	D	0	29
JASPAR_nematodes_MA0260.1_n1	JASPAR_nematodes_MA1446.1_n35	che-1	daf-16	0.493275	0.246638	0.493275	0.246638	6	12	6	12	0.500000	1.000000	0.500000	D	-3	33
JASPAR_nematodes_MA0260.1_n1	JASPAR_nematodes_MA1448.1_n36	che-1	fos-1	0.373585	0.320216	0.373585	0.320216	6	7	6	7	0.857143	1.000000	0.857143	D	-1	23
JASPAR_nematodes_MA0260.1_n1	JASPAR_nematodes_MA1449.1_n37	che-1	hlh-30	0.665510	0.190146	0.443673	0.221837	6	12	4	14	0.285714	0.666667	0.333333	D	-8	33
JASPAR_nematodes_MA0260.1_n1	JASPAR_nematodes_MA1450.1_n38	che-1	lin-54	0.455863	0.195370	0.455863	0.195370	6	14	6	14	0.428571	1.000000	0.428571	R	-6	37
JASPAR_nematodes_MA0260.1_n1	JASPAR_nematodes_MA1451.1_n39	che-1	nhr-6	0.510082	0.283379	0.425068	0.318801	6	8	5	9	0.555556	0.833333	0.625000	D	1	25
JASPAR_nematodes_MA0260.1_n1	JASPAR_nematodes_MA1699.1_n40	che-1	ceh-38	0.441927	0.165723	0.441927	0.165723	6	16	6	16	0.375000	1.000000	0.375000	D	-4	41
JASPAR_nematodes_MA0260.1_n1	JASPAR_nematodes_MA1701.1_n41	che-1	elt-2	0.371512	0.222907	0.371512	0.222907	6	10	6	10	0.600000	1.000000	0.600000	R	-4	29
JASPAR_nematodes_MA0260.1_n1	JASPAR_nematodes_MA1703.1_n42	che-1	pqm-1	0.358248	0.195408	0.358248	0.195408	6	11	6	11	0.545455	1.000000	0.545455	D	-4	31
JASPAR_nematodes_MA0260.1_n1	JASPAR_nematodes_MA1704.1_n43	che-1	zip-8	0.396846	0.216461	0.396846	0.216461	6	11	6	11	0.545455	1.000000	0.545455	D	-4	31
JASPAR_nematodes_MA0261.1_n2	JASPAR_nematodes_MA0260.1_n1	lin-14	che-1	0.574830	0.574830	0.574830	0.574830	6	6	6	6	1.000000	1.000000	1.000000	D	0	21
JASPAR_nematodes_MA0261.1_n2	JASPAR_nematodes_MA0261.1_n2	lin-14	lin-14	1.000000	1.000000	1.000000	1.000000	6	6	6	6	1.000000	1.000000	1.000000	D	0	21
JASPAR_nematodes_MA0261.1_n2	JASPAR_nematodes_MA0262.1_n3	lin-14	mab-3	0.600399	0.277107	0.600399	0.277107	6	13	6	13	0.461538	1.000000	0.461538	R	-6	35
JASPAR_nematodes_MA0261.1_n2	JASPAR_nematodes_MA0263.1_n4	lin-14	ceh-10::ttx-3	0.494515	0.211935	0.494515	0.211935	6	14	6	14	0.428571	1.000000	0.428571	R	-1	37
JASPAR_nematodes_MA0261.1_n2	JASPAR_nematodes_MA0264.1_n5	lin-14	ceh-22	0.697623	0.214653	0.465082	0.253681	6	11	4	13	0.307692	0.666667	0.363636	D	-7	31
JASPAR_nematodes_MA0261.1_n2	JASPAR_nematodes_MA0537.1_n6	lin-14	blmp-1	0.637183	0.265493	0.530986	0.289628	6	11	5	12	0.416667	0.833333	0.454545	D	-6	31
JASPAR_nematodes_MA0261.1_n2	JASPAR_nematodes_MA0538.1_n7	lin-14	daf-12	0.517457	0.206983	0.517457	0.206983	6	15	6	15	0.400000	1.000000	0.400000	R	-3	39
JASPAR_nematodes_MA0261.1_n2	JASPAR_nematodes_MA0540.1_n8	lin-14	dpy-27	0.579664	0.170489	0.483053	0.181145	6	16	5	17	0.294118	0.833333	0.312500	R	-11	41
JASPAR_nematodes_MA0261.1_n2	JASPAR_nematodes_MA0541.1_n9	lin-14	efl-1	0.620764	0.248306	0.620764	0.248306	6	15	6	15	0.400000	1.000000	0.400000	D	-9	39
JASPAR_nematodes_MA0261.1_n2	JASPAR_nematodes_MA0542.1_n10	lin-14	elt-3	0.467357	0.259643	0.389464	0.292098	6	8	5	9	0.555556	0.833333	0.625000	R	-3	25
JASPAR_nematodes_MA0261.1_n2	JASPAR_nematodes_MA0543.1_n11	lin-14	eor-1	0.357808	0.143123	0.357808	0.143123	6	15	6	15	0.400000	1.000000	0.400000	D	-8	39
JASPAR_nematodes_MA0261.1_n2	JASPAR_nematodes_MA0544.1_n12	lin-14	snpc-4	0.420212	0.210106	0.420212	0.210106	6	12	6	12	0.500000	1.000000	0.500000	R	-6	33
JASPAR_nematodes_MA0261.1_n2	JASPAR_nematodes_MA0545.1_n13	lin-14	hlh-1	0.714629	0.389798	0.714629	0.389798	6	11	6	11	0.545455	1.000000	0.545455	D	0	31
JASPAR_nematodes_MA0261.1_n2	JASPAR_nematodes_MA0546.1_n14	lin-14	pha-4	0.612666	0.278485	0.510555	0.306333	6	10	5	11	0.454545	0.833333	0.500000	D	-5	29
JASPAR_nematodes_MA0261.1_n2	JASPAR_nematodes_MA0547.1_n15	lin-14	skn-1	0.405695	0.162278	0.405695	0.162278	6	15	6	15	0.400000	1.000000	0.400000	D	-8	39
JASPAR_nematodes_MA0261.1_n2	JASPAR_nematodes_MA0918.1_n16	lin-14	unc-62	0.372022	0.186011	0.372022	0.186011	6	12	6	12	0.500000	1.000000	0.500000	R	-3	33
JASPAR_nematodes_MA0261.1_n2	JASPAR_nematodes_MA0919.1_n17	lin-14	dsc-1	0.868836	0.124119	0.289612	0.173767	6	10	2	14	0.142857	0.333333	0.200000	D	4	29
JASPAR_nematodes_MA0261.1_n2	JASPAR_nematodes_MA0920.1_n18	lin-14	fkh-2	0.640723	0.480542	0.640723	0.480542	6	8	6	8	0.750000	1.000000	0.750000	D	-2	25
JASPAR_nematodes_MA0261.1_n2	JASPAR_nematodes_MA0921.1_n19	lin-14	ceh-48	0.584874	0.212682	0.389916	0.259944	6	9	4	11	0.363636	0.666667	0.444444	R	-5	27
JASPAR_nematodes_MA0261.1_n2	JASPAR_nematodes_MA0922.1_n20	lin-14	ces-2	0.339329	0.226220	0.339329	0.226220	6	9	6	9	0.666667	1.000000	0.666667	D	-1	27
JASPAR_nematodes_MA0261.1_n2	JASPAR_nematodes_MA0923.1_n21	lin-14	lim-4	0.739679	0.113797	0.246560	0.164373	6	9	2	13	0.153846	0.333333	0.222222	D	4	27
JASPAR_nematodes_MA0261.1_n2	JASPAR_nematodes_MA0924.1_n22	lin-14	pal-1	0.232204	0.174153	0.232204	0.174153	6	8	6	8	0.750000	1.000000	0.750000	D	-1	25
JASPAR_nematodes_MA0261.1_n2	JASPAR_nematodes_MA0925.1_n23	lin-14	sma-4	0.347447	0.189517	0.347447	0.189517	6	11	6	11	0.545455	1.000000	0.545455	R	-5	31
JASPAR_nematodes_MA0261.1_n2	JASPAR_nematodes_MA0926.1_n24	lin-14	unc-86	0.360776	0.270582	0.360776	0.270582	6	8	6	8	0.750000	1.000000	0.750000	R	-2	25
JASPAR_nematodes_MA0261.1_n2	JASPAR_nematodes_MA0927.1_n25	lin-14	vab-7	0.540893	0.147516	0.270446	0.202835	6	8	3	11	0.272727	0.500000	0.375000	D	-5	25
JASPAR_nematodes_MA0261.1_n2	JASPAR_nematodes_MA0928.1_n26	lin-14	zfh-2	0.386780	0.161158	0.322317	0.175809	6	11	5	12	0.416667	0.833333	0.454545	R	-6	31
JASPAR_nematodes_MA0261.1_n2	JASPAR_nematodes_MA1438.1_n27	lin-14	atf-7	0.383408	0.230045	0.383408	0.230045	6	10	6	10	0.600000	1.000000	0.600000	R	0	29
JASPAR_nematodes_MA0261.1_n2	JASPAR_nematodes_MA1439.1_n28	lin-14	elt-6	0.420668	0.315501	0.420668	0.315501	6	8	6	8	0.750000	1.000000	0.750000	R	-2	25
JASPAR_nematodes_MA0261.1_n2	JASPAR_nematodes_MA1440.1_n29	lin-14	fkh-9	0.614979	0.461235	0.614979	0.461235	6	8	6	8	0.750000	1.000000	0.750000	D	-2	25
JASPAR_nematodes_MA0261.1_n2	JASPAR_nematodes_MA1441.1_n30	lin-14	lim-7	0.345037	0.143766	0.287531	0.156835	6	11	5	12	0.416667	0.833333	0.454545	R	-6	31
JASPAR_nematodes_MA0261.1_n2	JASPAR_nematodes_MA1442.1_n31	lin-14	mab-5	0.200184	0.150138	0.200184	0.150138	6	8	6	8	0.750000	1.000000	0.750000	D	-2	25
JASPAR_nematodes_MA0261.1_n2	JASPAR_nematodes_MA1443.1_n32	lin-14	unc-30	0.344329	0.258247	0.344329	0.258247	6	8	6	8	0.750000	1.000000	0.750000	R	-2	25
JASPAR_nematodes_MA0261.1_n2	JASPAR_nematodes_MA1444.1_n33	lin-14	cebp-1	0.612657	0.235637	0.510548	0.255274	6	12	5	13	0.384615	0.833333	0.416667	R	-7	33
JASPAR_nematodes_MA0261.1_n2	JASPAR_nematodes_MA1445.1_n34	lin-14	ceh-28	0.372452	0.169296	0.310377	0.186226	6	10	5	11	0.454545	0.833333	0.500000	D	-5	29
JASPAR_nematodes_MA0261.1_n2	JASPAR_nematodes_MA1446.1_n35	lin-14	daf-16	0.669007	0.334504	0.669007	0.334504	6	12	6	12	0.500000	1.000000	0.500000	D	-4	33
JASPAR_nematodes_MA0261.1_n2	JASPAR_nematodes_MA1448.1_n36	lin-14	fos-1	0.288436	0.247231	0.288436	0.247231	6	7	6	7	0.857143	1.000000	0.857143	D	0	23
JASPAR_nematodes_MA0261.1_n2	JASPAR_nematodes_MA1449.1_n37	lin-14	hlh-30	0.426330	0.213165	0.426330	0.213165	6	12	6	12	0.500000	1.000000	0.500000	D	0	33
JASPAR_nematodes_MA0261.1_n2	JASPAR_nematodes_MA1450.1_n38	lin-14	lin-54	0.532662	0.228284	0.532662	0.228284	6	14	6	14	0.428571	1.000000	0.428571	R	-6	37
JASPAR_nematodes_MA0261.1_n2	JASPAR_nematodes_MA1451.1_n39	lin-14	nhr-6	0.407115	0.305336	0.407115	0.305336	6	8	6	8	0.750000	1.000000	0.750000	R	-1	25
JASPAR_nematodes_MA0261.1_n2	JASPAR_nematodes_MA1699.1_n40	lin-14	ceh-38	0.357319	0.133995	0.357319	0.133995	6	16	6	16	0.375000	1.000000	0.375000	D	-2	41
JASPAR_nematodes_MA0261.1_n2	JASPAR_nematodes_MA1701.1_n41	lin-14	elt-2	0.349750	0.209850	0.349750	0.209850	6	10	6	10	0.600000	1.000000	0.600000	D	-4	29
JASPAR_nematodes_MA0261.1_n2	JASPAR_nematodes_MA1703.1_n42	lin-14	pqm-1	0.472095	0.196706	0.393412	0.214589	6	11	5	12	0.416667	0.833333	0.454545	D	-6	31
JASPAR_nematodes_MA0261.1_n2	JASPAR_nematodes_MA1704.1_n43	lin-14	zip-8	0.309567	0.168855	0.309567	0.168855	6	11	6	11	0.545455	1.000000	0.545455	R	0	31
JASPAR_nematodes_MA0262.1_n3	JASPAR_nematodes_MA0260.1_n1	mab-3	che-1	0.503328	0.232305	0.232305	0.503328	13	6	6	13	0.461538	0.461538	1.000000	R	2	35
JASPAR_nematodes_MA0262.1_n3	JASPAR_nematodes_MA0261.1_n2	mab-3	lin-14	0.600399	0.277107	0.277107	0.600399	13	6	6	13	0.461538	0.461538	1.000000	R	1	35
JASPAR_nematodes_MA0262.1_n3	JASPAR_nematodes_MA0262.1_n3	mab-3	mab-3	1.000000	1.000000	1.000000	1.000000	13	13	13	13	1.000000	1.000000	1.000000	D	0	49
JASPAR_nematodes_MA0262.1_n3	JASPAR_nematodes_MA0263.1_n4	mab-3	ceh-10::ttx-3	0.414177	0.331341	0.382317	0.355008	13	14	12	15	0.800000	0.923077	0.857143	R	-2	51
JASPAR_nematodes_MA0262.1_n3	JASPAR_nematodes_MA0264.1_n5	mab-3	ceh-22	0.391742	0.195871	0.241072	0.284903	13	11	8	16	0.500000	0.615385	0.727273	R	-3	45
JASPAR_nematodes_MA0262.1_n3	JASPAR_nematodes_MA0537.1_n6	mab-3	blmp-1	0.390467	0.278905	0.300359	0.354970	13	11	10	14	0.714286	0.769231	0.909091	R	3	45
JASPAR_nematodes_MA0262.1_n3	JASPAR_nematodes_MA0538.1_n7	mab-3	daf-12	0.223589	0.144675	0.189191	0.163965	13	15	11	17	0.647059	0.846154	0.733333	D	-4	53
JASPAR_nematodes_MA0262.1_n3	JASPAR_nematodes_MA0540.1_n8	mab-3	dpy-27	0.340177	0.240125	0.314009	0.255132	13	16	12	17	0.705882	0.923077	0.750000	R	1	55
JASPAR_nematodes_MA0262.1_n3	JASPAR_nematodes_MA0541.1_n9	mab-3	efl-1	0.389831	0.337854	0.389831	0.337854	13	15	13	15	0.866667	1.000000	0.866667	R	0	53
JASPAR_nematodes_MA0262.1_n3	JASPAR_nematodes_MA0542.1_n10	mab-3	elt-3	0.394110	0.242529	0.242529	0.394110	13	8	8	13	0.615385	0.615385	1.000000	R	2	39
JASPAR_nematodes_MA0262.1_n3	JASPAR_nematodes_MA0543.1_n11	mab-3	eor-1	0.239521	0.154984	0.202672	0.175649	13	15	11	17	0.647059	0.846154	0.733333	R	2	53
JASPAR_nematodes_MA0262.1_n3	JASPAR_nematodes_MA0544.1_n12	mab-3	snpc-4	0.325316	0.300291	0.300291	0.325316	13	12	12	13	0.923077	0.923077	1.000000	D	1	47
JASPAR_nematodes_MA0262.1_n3	JASPAR_nematodes_MA0545.1_n13	mab-3	hlh-1	0.659509	0.271562	0.355120	0.419687	13	11	7	17	0.411765	0.538462	0.636364	R	-4	45
JASPAR_nematodes_MA0262.1_n3	JASPAR_nematodes_MA0546.1_n14	mab-3	pha-4	0.487096	0.374689	0.374689	0.487096	13	10	10	13	0.769231	0.769231	1.000000	R	2	43
JASPAR_nematodes_MA0262.1_n3	JASPAR_nematodes_MA0547.1_n15	mab-3	skn-1	0.600922	0.520799	0.600922	0.520799	13	15	13	15	0.866667	1.000000	0.866667	D	-2	53
JASPAR_nematodes_MA0262.1_n3	JASPAR_nematodes_MA0918.1_n16	mab-3	unc-62	0.288588	0.266389	0.266389	0.288588	13	12	12	13	0.923077	0.923077	1.000000	D	1	47
JASPAR_nematodes_MA0262.1_n3	JASPAR_nematodes_MA0919.1_n17	mab-3	dsc-1	0.383746	0.167889	0.206633	0.268622	13	10	7	16	0.437500	0.538462	0.700000	D	6	43
JASPAR_nematodes_MA0262.1_n3	JASPAR_nematodes_MA0920.1_n18	mab-3	fkh-2	0.509503	0.313540	0.313540	0.509503	13	8	8	13	0.615385	0.615385	1.000000	R	1	39
JASPAR_nematodes_MA0262.1_n3	JASPAR_nematodes_MA0921.1_n19	mab-3	ceh-48	0.324379	0.224570	0.224570	0.324379	13	9	9	13	0.692308	0.692308	1.000000	D	4	41
JASPAR_nematodes_MA0262.1_n3	JASPAR_nematodes_MA0922.1_n20	mab-3	ces-2	0.586440	0.405997	0.405997	0.586440	13	9	9	13	0.692308	0.692308	1.000000	R	4	41
JASPAR_nematodes_MA0262.1_n3	JASPAR_nematodes_MA0923.1_n21	mab-3	lim-4	0.400083	0.186705	0.215429	0.311175	13	9	7	15	0.466667	0.538462	0.777778	D	6	41
JASPAR_nematodes_MA0262.1_n3	JASPAR_nematodes_MA0924.1_n22	mab-3	pal-1	0.384455	0.236588	0.236588	0.384455	13	8	8	13	0.615385	0.615385	1.000000	R	0	39
JASPAR_nematodes_MA0262.1_n3	JASPAR_nematodes_MA0925.1_n23	mab-3	sma-4	0.323056	0.273355	0.273355	0.323056	13	11	11	13	0.846154	0.846154	1.000000	D	0	45
JASPAR_nematodes_MA0262.1_n3	JASPAR_nematodes_MA0926.1_n24	mab-3	unc-86	0.473021	0.291090	0.291090	0.473021	13	8	8	13	0.615385	0.615385	1.000000	R	4	39
JASPAR_nematodes_MA0262.1_n3	JASPAR_nematodes_MA0927.1_n25	mab-3	vab-7	0.484432	0.193773	0.223584	0.363324	13	8	6	15	0.400000	0.461538	0.750000	D	7	39
JASPAR_nematodes_MA0262.1_n3	JASPAR_nematodes_MA0928.1_n26	mab-3	zfh-2	0.420507	0.173150	0.226427	0.267596	13	11	7	17	0.411765	0.538462	0.636364	R	6	45
JASPAR_nematodes_MA0262.1_n3	JASPAR_nematodes_MA1438.1_n27	mab-3	atf-7	0.431683	0.332064	0.332064	0.431683	13	10	10	13	0.769231	0.769231	1.000000	D	0	43
JASPAR_nematodes_MA0262.1_n3	JASPAR_nematodes_MA1439.1_n28	mab-3	elt-6	0.351456	0.216281	0.216281	0.351456	13	8	8	13	0.615385	0.615385	1.000000	D	4	39
JASPAR_nematodes_MA0262.1_n3	JASPAR_nematodes_MA1440.1_n29	mab-3	fkh-9	0.543443	0.334427	0.334427	0.543443	13	8	8	13	0.615385	0.615385	1.000000	R	1	39
JASPAR_nematodes_MA0262.1_n3	JASPAR_nematodes_MA1441.1_n30	mab-3	lim-7	0.480813	0.197982	0.258900	0.305972	13	11	7	17	0.411765	0.538462	0.636364	D	-4	45
JASPAR_nematodes_MA0262.1_n3	JASPAR_nematodes_MA1442.1_n31	mab-3	mab-5	0.537786	0.168058	0.206841	0.336117	13	8	5	16	0.312500	0.384615	0.625000	R	8	39
JASPAR_nematodes_MA0262.1_n3	JASPAR_nematodes_MA1443.1_n32	mab-3	unc-30	0.285725	0.175831	0.175831	0.285725	13	8	8	13	0.615385	0.615385	1.000000	D	1	39
JASPAR_nematodes_MA0262.1_n3	JASPAR_nematodes_MA1444.1_n33	mab-3	cebp-1	0.614353	0.567095	0.567095	0.614353	13	12	12	13	0.923077	0.923077	1.000000	R	1	47
JASPAR_nematodes_MA0262.1_n3	JASPAR_nematodes_MA1445.1_n34	mab-3	ceh-28	0.283654	0.218195	0.218195	0.283654	13	10	10	13	0.769231	0.769231	1.000000	R	3	43
JASPAR_nematodes_MA0262.1_n3	JASPAR_nematodes_MA1446.1_n35	mab-3	daf-16	0.426308	0.334956	0.360722	0.390782	13	12	11	14	0.785714	0.846154	0.916667	R	-1	47
JASPAR_nematodes_MA0262.1_n3	JASPAR_nematodes_MA1448.1_n36	mab-3	fos-1	0.376225	0.202583	0.202583	0.376225	13	7	7	13	0.538462	0.538462	1.000000	R	5	37
JASPAR_nematodes_MA0262.1_n3	JASPAR_nematodes_MA1449.1_n37	mab-3	hlh-30	0.206465	0.190583	0.190583	0.206465	13	12	12	13	0.923077	0.923077	1.000000	D	0	47
JASPAR_nematodes_MA0262.1_n3	JASPAR_nematodes_MA1450.1_n38	mab-3	lin-54	0.309518	0.287410	0.309518	0.287410	13	14	13	14	0.928571	1.000000	0.928571	R	0	51
JASPAR_nematodes_MA0262.1_n3	JASPAR_nematodes_MA1451.1_n39	mab-3	nhr-6	0.454052	0.279416	0.279416	0.454052	13	8	8	13	0.615385	0.615385	1.000000	R	5	39
JASPAR_nematodes_MA0262.1_n3	JASPAR_nematodes_MA1699.1_n40	mab-3	ceh-38	0.351121	0.285286	0.351121	0.285286	13	16	13	16	0.812500	1.000000	0.812500	R	-1	55
JASPAR_nematodes_MA0262.1_n3	JASPAR_nematodes_MA1701.1_n41	mab-3	elt-2	0.343471	0.264208	0.264208	0.343471	13	10	10	13	0.769231	0.769231	1.000000	R	1	43
JASPAR_nematodes_MA0262.1_n3	JASPAR_nematodes_MA1703.1_n42	mab-3	pqm-1	0.318655	0.227611	0.245120	0.289687	13	11	10	14	0.714286	0.769231	0.909091	D	-1	45
JASPAR_nematodes_MA0262.1_n3	JASPAR_nematodes_MA1704.1_n43	mab-3	zip-8	0.378554	0.270396	0.291196	0.344140	13	11	10	14	0.714286	0.769231	0.909091	D	-1	45
JASPAR_nematodes_MA0263.1_n4	JASPAR_nematodes_MA0260.1_n1	ceh-10::ttx-3	che-1	0.870839	0.373217	0.373217	0.870839	14	6	6	14	0.428571	0.428571	1.000000	R	3	37
JASPAR_nematodes_MA0263.1_n4	JASPAR_nematodes_MA0261.1_n2	ceh-10::ttx-3	lin-14	0.494515	0.211935	0.211935	0.494515	14	6	6	14	0.428571	0.428571	1.000000	R	7	37
JASPAR_nematodes_MA0263.1_n4	JASPAR_nematodes_MA0262.1_n3	ceh-10::ttx-3	mab-3	0.414177	0.331341	0.355008	0.382317	14	13	12	15	0.800000	0.857143	0.923077	R	-1	51
JASPAR_nematodes_MA0263.1_n4	JASPAR_nematodes_MA0263.1_n4	ceh-10::ttx-3	ceh-10::ttx-3	1.000000	1.000000	1.000000	1.000000	14	14	14	14	1.000000	1.000000	1.000000	D	0	53
JASPAR_nematodes_MA0263.1_n4	JASPAR_nematodes_MA0264.1_n5	ceh-10::ttx-3	ceh-22	0.664956	0.209986	0.284981	0.362703	14	11	6	19	0.315789	0.428571	0.545455	R	-5	47
