;mode: matches	thresholds:	cor=-1.000000	ncor=-1.000000	w=0	ncor1=-1.000000	ncor2=-1.000000
#id1	id2	name1	name2	cor	Ncor	Ncor1	Ncor2	w1	w2	w	W	Wr	wr1	wr2	strand	offset	uncounted
jaspar_2022_nematodes_m1_MA0260.1	jaspar_2022_nematodes_m13_MA0545.1	che-1	hlh-1	0.472942	0.197059	0.394119	0.214974	6	11	5	12	0.416667	0.833333	0.454545	D	1	31
jaspar_2022_nematodes_m1_MA0260.1	jaspar_2022_nematodes_m14_MA0546.1	che-1	pha-4	0.431806	0.259084	0.431806	0.259084	6	10	6	10	0.600000	1.000000	0.600000	D	-4	29
jaspar_2022_nematodes_m1_MA0260.1	jaspar_2022_nematodes_m15_MA0547.1	che-1	skn-1	0.361740	0.144696	0.361740	0.144696	6	15	6	15	0.400000	1.000000	0.400000	D	-8	39
jaspar_2022_nematodes_m1_MA0260.1	jaspar_2022_nematodes_m16_MA0918.1	che-1	unc-62	0.406737	0.203369	0.406737	0.203369	6	12	6	12	0.500000	1.000000	0.500000	R	-4	33
jaspar_2022_nematodes_m1_MA0260.1	jaspar_2022_nematodes_m17_MA0919.1	che-1	dsc-1	0.240124	0.080041	0.160082	0.096049	6	10	4	12	0.333333	0.666667	0.400000	D	-6	29
jaspar_2022_nematodes_m1_MA0260.1	jaspar_2022_nematodes_m18_MA0920.1	che-1	fkh-2	0.454928	0.341196	0.454928	0.341196	6	8	6	8	0.750000	1.000000	0.750000	D	-1	25
jaspar_2022_nematodes_m1_MA0260.1	jaspar_2022_nematodes_m19_MA0921.1	che-1	ceh-48	0.563238	0.204814	0.375492	0.250328	6	9	4	11	0.363636	0.666667	0.444444	R	-5	27
jaspar_2022_nematodes_m1_MA0260.1	jaspar_2022_nematodes_m20_MA0922.1	che-1	ces-2	0.430058	0.156385	0.286705	0.191137	6	9	4	11	0.363636	0.666667	0.444444	D	-5	27
jaspar_2022_nematodes_m1_MA0260.1	jaspar_2022_nematodes_m21_MA0923.1	che-1	lim-4	0.450890	0.112723	0.225445	0.150297	6	9	3	12	0.250000	0.500000	0.333333	D	-6	27
jaspar_2022_nematodes_m1_MA0260.1	jaspar_2022_nematodes_m22_MA0924.1	che-1	pal-1	0.247366	0.185524	0.247366	0.185524	6	8	6	8	0.750000	1.000000	0.750000	D	0	25
jaspar_2022_nematodes_m1_MA0260.1	jaspar_2022_nematodes_m23_MA0925.1	che-1	sma-4	0.499256	0.272322	0.499256	0.272322	6	11	6	11	0.545455	1.000000	0.545455	R	-5	31
jaspar_2022_nematodes_m1_MA0260.1	jaspar_2022_nematodes_m24_MA0926.1	che-1	unc-86	0.383784	0.213213	0.319820	0.239865	6	8	5	9	0.555556	0.833333	0.625000	R	1	25
jaspar_2022_nematodes_m1_MA0260.1	jaspar_2022_nematodes_m25_MA0927.1	che-1	vab-7	0.540845	0.147503	0.270423	0.202817	6	8	3	11	0.272727	0.500000	0.375000	D	-5	25
jaspar_2022_nematodes_m1_MA0260.1	jaspar_2022_nematodes_m26_MA0928.1	che-1	zfh-2	0.347708	0.144878	0.289757	0.158049	6	11	5	12	0.416667	0.833333	0.454545	R	-6	31
jaspar_2022_nematodes_m1_MA0260.1	jaspar_2022_nematodes_m27_MA1438.1	che-1	atf-7	0.427072	0.256243	0.427072	0.256243	6	10	6	10	0.600000	1.000000	0.600000	D	-3	29
jaspar_2022_nematodes_m1_MA0260.1	jaspar_2022_nematodes_m28_MA1439.1	che-1	elt-6	0.377222	0.282917	0.377222	0.282917	6	8	6	8	0.750000	1.000000	0.750000	D	-2	25
jaspar_2022_nematodes_m1_MA0260.1	jaspar_2022_nematodes_m29_MA1440.1	che-1	fkh-9	0.421514	0.316135	0.421514	0.316135	6	8	6	8	0.750000	1.000000	0.750000	D	-1	25
jaspar_2022_nematodes_m1_MA0260.1	jaspar_2022_nematodes_m30_MA1441.1	che-1	lim-7	0.376163	0.156734	0.313469	0.170983	6	11	5	12	0.416667	0.833333	0.454545	R	-6	31
jaspar_2022_nematodes_m1_MA0260.1	jaspar_2022_nematodes_m31_MA1442.1	che-1	mab-5	0.339274	0.135709	0.226182	0.169637	6	8	4	10	0.400000	0.666667	0.500000	R	-4	25
jaspar_2022_nematodes_m1_MA0260.1	jaspar_2022_nematodes_m32_MA1443.1	che-1	unc-30	0.540071	0.405053	0.540071	0.405053	6	8	6	8	0.750000	1.000000	0.750000	D	-1	25
jaspar_2022_nematodes_m1_MA0260.1	jaspar_2022_nematodes_m33_MA1444.1	che-1	cebp-1	0.739631	0.284473	0.616359	0.308180	6	12	5	13	0.384615	0.833333	0.416667	R	-7	33
jaspar_2022_nematodes_m1_MA0260.1	jaspar_2022_nematodes_m34_MA1445.1	che-1	ceh-28	0.396601	0.237961	0.396601	0.237961	6	10	6	10	0.600000	1.000000	0.600000	D	0	29
jaspar_2022_nematodes_m1_MA0260.1	jaspar_2022_nematodes_m35_MA1446.1	che-1	daf-16	0.493275	0.246638	0.493275	0.246638	6	12	6	12	0.500000	1.000000	0.500000	D	-3	33
jaspar_2022_nematodes_m1_MA0260.1	jaspar_2022_nematodes_m36_MA1448.1	che-1	fos-1	0.373585	0.320216	0.373585	0.320216	6	7	6	7	0.857143	1.000000	0.857143	D	-1	23
jaspar_2022_nematodes_m1_MA0260.1	jaspar_2022_nematodes_m37_MA1449.1	che-1	hlh-30	0.665510	0.190146	0.443673	0.221837	6	12	4	14	0.285714	0.666667	0.333333	D	-8	33
jaspar_2022_nematodes_m1_MA0260.1	jaspar_2022_nematodes_m38_MA1450.1	che-1	lin-54	0.455863	0.195370	0.455863	0.195370	6	14	6	14	0.428571	1.000000	0.428571	R	-6	37
jaspar_2022_nematodes_m1_MA0260.1	jaspar_2022_nematodes_m39_MA1451.1	che-1	nhr-6	0.510082	0.283379	0.425068	0.318801	6	8	5	9	0.555556	0.833333	0.625000	D	1	25
jaspar_2022_nematodes_m1_MA0260.1	jaspar_2022_nematodes_m40_MA1699.1	che-1	ceh-38	0.441927	0.165723	0.441927	0.165723	6	16	6	16	0.375000	1.000000	0.375000	D	-4	41
jaspar_2022_nematodes_m1_MA0260.1	jaspar_2022_nematodes_m41_MA1701.1	che-1	elt-2	0.371512	0.222907	0.371512	0.222907	6	10	6	10	0.600000	1.000000	0.600000	R	-4	29
jaspar_2022_nematodes_m1_MA0260.1	jaspar_2022_nematodes_m42_MA1703.1	che-1	pqm-1	0.358248	0.195408	0.358248	0.195408	6	11	6	11	0.545455	1.000000	0.545455	D	-4	31
jaspar_2022_nematodes_m1_MA0260.1	jaspar_2022_nematodes_m43_MA1704.1	che-1	zip-8	0.396846	0.216461	0.396846	0.216461	6	11	6	11	0.545455	1.000000	0.545455	D	-4	31
jaspar_2022_nematodes_m2_MA0261.1	jaspar_2022_nematodes_m1_MA0260.1	lin-14	che-1	0.574496	0.574496	0.574496	0.574496	6	6	6	6	1.000000	1.000000	1.000000	D	0	21
jaspar_2022_nematodes_m2_MA0261.1	jaspar_2022_nematodes_m2_MA0261.1	lin-14	lin-14	1.000000	1.000000	1.000000	1.000000	6	6	6	6	1.000000	1.000000	1.000000	D	0	21
jaspar_2022_nematodes_m2_MA0261.1	jaspar_2022_nematodes_m3_MA0262.1	lin-14	mab-3	0.600942	0.277358	0.600942	0.277358	6	13	6	13	0.461538	1.000000	0.461538	R	-6	35
jaspar_2022_nematodes_m2_MA0261.1	jaspar_2022_nematodes_m4_MA0263.1	lin-14	ceh-10::ttx-3	0.494805	0.212059	0.494805	0.212059	6	14	6	14	0.428571	1.000000	0.428571	R	-1	37
jaspar_2022_nematodes_m2_MA0261.1	jaspar_2022_nematodes_m5_MA0264.1	lin-14	ceh-22	0.696630	0.214348	0.464420	0.253320	6	11	4	13	0.307692	0.666667	0.363636	D	-7	31
jaspar_2022_nematodes_m2_MA0261.1	jaspar_2022_nematodes_m6_MA0537.1	lin-14	blmp-1	0.637183	0.265493	0.530986	0.289628	6	11	5	12	0.416667	0.833333	0.454545	D	-6	31
jaspar_2022_nematodes_m2_MA0261.1	jaspar_2022_nematodes_m7_MA0538.1	lin-14	daf-12	0.516642	0.206657	0.516642	0.206657	6	15	6	15	0.400000	1.000000	0.400000	R	-3	39
jaspar_2022_nematodes_m2_MA0261.1	jaspar_2022_nematodes_m8_MA0540.1	lin-14	dpy-27	0.579664	0.170489	0.483053	0.181145	6	16	5	17	0.294118	0.833333	0.312500	R	-11	41
jaspar_2022_nematodes_m2_MA0261.1	jaspar_2022_nematodes_m9_MA0541.1	lin-14	efl-1	0.621146	0.248459	0.621146	0.248459	6	15	6	15	0.400000	1.000000	0.400000	D	-9	39
jaspar_2022_nematodes_m2_MA0261.1	jaspar_2022_nematodes_m10_MA0542.1	lin-14	elt-3	0.467357	0.259643	0.389464	0.292098	6	8	5	9	0.555556	0.833333	0.625000	R	-3	25
jaspar_2022_nematodes_m2_MA0261.1	jaspar_2022_nematodes_m11_MA0543.1	lin-14	eor-1	0.357883	0.143153	0.357883	0.143153	6	15	6	15	0.400000	1.000000	0.400000	D	-8	39
jaspar_2022_nematodes_m2_MA0261.1	jaspar_2022_nematodes_m12_MA0544.1	lin-14	snpc-4	0.419992	0.209996	0.419992	0.209996	6	12	6	12	0.500000	1.000000	0.500000	R	-6	33
jaspar_2022_nematodes_m2_MA0261.1	jaspar_2022_nematodes_m13_MA0545.1	lin-14	hlh-1	0.715124	0.390068	0.715124	0.390068	6	11	6	11	0.545455	1.000000	0.545455	D	0	31
jaspar_2022_nematodes_m2_MA0261.1	jaspar_2022_nematodes_m14_MA0546.1	lin-14	pha-4	0.612666	0.278485	0.510555	0.306333	6	10	5	11	0.454545	0.833333	0.500000	D	-5	29
jaspar_2022_nematodes_m2_MA0261.1	jaspar_2022_nematodes_m15_MA0547.1	lin-14	skn-1	0.406064	0.162426	0.406064	0.162426	6	15	6	15	0.400000	1.000000	0.400000	D	-8	39
jaspar_2022_nematodes_m2_MA0261.1	jaspar_2022_nematodes_m16_MA0918.1	lin-14	unc-62	0.372469	0.186235	0.372469	0.186235	6	12	6	12	0.500000	1.000000	0.500000	R	-3	33
jaspar_2022_nematodes_m2_MA0261.1	jaspar_2022_nematodes_m17_MA0919.1	lin-14	dsc-1	0.868252	0.124036	0.289417	0.173650	6	10	2	14	0.142857	0.333333	0.200000	D	4	29
jaspar_2022_nematodes_m2_MA0261.1	jaspar_2022_nematodes_m18_MA0920.1	lin-14	fkh-2	0.640969	0.480727	0.640969	0.480727	6	8	6	8	0.750000	1.000000	0.750000	D	-2	25
jaspar_2022_nematodes_m2_MA0261.1	jaspar_2022_nematodes_m19_MA0921.1	lin-14	ceh-48	0.585222	0.212808	0.390148	0.260099	6	9	4	11	0.363636	0.666667	0.444444	R	-5	27
jaspar_2022_nematodes_m2_MA0261.1	jaspar_2022_nematodes_m20_MA0922.1	lin-14	ces-2	0.339752	0.226501	0.339752	0.226501	6	9	6	9	0.666667	1.000000	0.666667	D	-1	27
jaspar_2022_nematodes_m2_MA0261.1	jaspar_2022_nematodes_m21_MA0923.1	lin-14	lim-4	0.737870	0.113519	0.245957	0.163971	6	9	2	13	0.153846	0.333333	0.222222	D	4	27
jaspar_2022_nematodes_m2_MA0261.1	jaspar_2022_nematodes_m22_MA0924.1	lin-14	pal-1	0.232325	0.174243	0.232325	0.174243	6	8	6	8	0.750000	1.000000	0.750000	D	-1	25
jaspar_2022_nematodes_m2_MA0261.1	jaspar_2022_nematodes_m23_MA0925.1	lin-14	sma-4	0.347608	0.189604	0.347608	0.189604	6	11	6	11	0.545455	1.000000	0.545455	R	-5	31
jaspar_2022_nematodes_m2_MA0261.1	jaspar_2022_nematodes_m24_MA0926.1	lin-14	unc-86	0.360912	0.270684	0.360912	0.270684	6	8	6	8	0.750000	1.000000	0.750000	R	-2	25
jaspar_2022_nematodes_m2_MA0261.1	jaspar_2022_nematodes_m25_MA0927.1	lin-14	vab-7	0.540845	0.147503	0.270423	0.202817	6	8	3	11	0.272727	0.500000	0.375000	D	-5	25
jaspar_2022_nematodes_m2_MA0261.1	jaspar_2022_nematodes_m26_MA0928.1	lin-14	zfh-2	0.386575	0.161073	0.322146	0.175716	6	11	5	12	0.416667	0.833333	0.454545	R	-6	31
jaspar_2022_nematodes_m2_MA0261.1	jaspar_2022_nematodes_m27_MA1438.1	lin-14	atf-7	0.384156	0.230493	0.384156	0.230493	6	10	6	10	0.600000	1.000000	0.600000	R	0	29
jaspar_2022_nematodes_m2_MA0261.1	jaspar_2022_nematodes_m28_MA1439.1	lin-14	elt-6	0.420826	0.315619	0.420826	0.315619	6	8	6	8	0.750000	1.000000	0.750000	R	-2	25
jaspar_2022_nematodes_m2_MA0261.1	jaspar_2022_nematodes_m29_MA1440.1	lin-14	fkh-9	0.615353	0.461515	0.615353	0.461515	6	8	6	8	0.750000	1.000000	0.750000	D	-2	25
jaspar_2022_nematodes_m2_MA0261.1	jaspar_2022_nematodes_m30_MA1441.1	lin-14	lim-7	0.345007	0.143753	0.287506	0.156821	6	11	5	12	0.416667	0.833333	0.454545	R	-6	31
jaspar_2022_nematodes_m2_MA0261.1	jaspar_2022_nematodes_m31_MA1442.1	lin-14	mab-5	0.200399	0.150299	0.200399	0.150299	6	8	6	8	0.750000	1.000000	0.750000	D	-2	25
jaspar_2022_nematodes_m2_MA0261.1	jaspar_2022_nematodes_m32_MA1443.1	lin-14	unc-30	0.344565	0.258424	0.344565	0.258424	6	8	6	8	0.750000	1.000000	0.750000	R	-2	25
jaspar_2022_nematodes_m2_MA0261.1	jaspar_2022_nematodes_m33_MA1444.1	lin-14	cebp-1	0.612657	0.235637	0.510548	0.255274	6	12	5	13	0.384615	0.833333	0.416667	R	-7	33
jaspar_2022_nematodes_m2_MA0261.1	jaspar_2022_nematodes_m34_MA1445.1	lin-14	ceh-28	0.372452	0.169296	0.310377	0.186226	6	10	5	11	0.454545	0.833333	0.500000	D	-5	29
jaspar_2022_nematodes_m2_MA0261.1	jaspar_2022_nematodes_m35_MA1446.1	lin-14	daf-16	0.668780	0.334390	0.668780	0.334390	6	12	6	12	0.500000	1.000000	0.500000	D	-4	33
jaspar_2022_nematodes_m2_MA0261.1	jaspar_2022_nematodes_m36_MA1448.1	lin-14	fos-1	0.287755	0.246647	0.287755	0.246647	6	7	6	7	0.857143	1.000000	0.857143	D	0	23
jaspar_2022_nematodes_m2_MA0261.1	jaspar_2022_nematodes_m37_MA1449.1	lin-14	hlh-30	0.425574	0.212787	0.425574	0.212787	6	12	6	12	0.500000	1.000000	0.500000	D	0	33
jaspar_2022_nematodes_m2_MA0261.1	jaspar_2022_nematodes_m38_MA1450.1	lin-14	lin-54	0.532961	0.228412	0.532961	0.228412	6	14	6	14	0.428571	1.000000	0.428571	R	-6	37
jaspar_2022_nematodes_m2_MA0261.1	jaspar_2022_nematodes_m39_MA1451.1	lin-14	nhr-6	0.407660	0.305745	0.407660	0.305745	6	8	6	8	0.750000	1.000000	0.750000	R	-1	25
jaspar_2022_nematodes_m2_MA0261.1	jaspar_2022_nematodes_m40_MA1699.1	lin-14	ceh-38	0.357848	0.134193	0.357848	0.134193	6	16	6	16	0.375000	1.000000	0.375000	D	-2	41
jaspar_2022_nematodes_m2_MA0261.1	jaspar_2022_nematodes_m41_MA1701.1	lin-14	elt-2	0.349873	0.209924	0.349873	0.209924	6	10	6	10	0.600000	1.000000	0.600000	D	-4	29
jaspar_2022_nematodes_m2_MA0261.1	jaspar_2022_nematodes_m42_MA1703.1	lin-14	pqm-1	0.472095	0.196706	0.393412	0.214589	6	11	5	12	0.416667	0.833333	0.454545	D	-6	31
jaspar_2022_nematodes_m2_MA0261.1	jaspar_2022_nematodes_m43_MA1704.1	lin-14	zip-8	0.310101	0.169146	0.310101	0.169146	6	11	6	11	0.545455	1.000000	0.545455	R	0	31
jaspar_2022_nematodes_m3_MA0262.1	jaspar_2022_nematodes_m1_MA0260.1	mab-3	che-1	0.503328	0.232305	0.232305	0.503328	13	6	6	13	0.461538	0.461538	1.000000	R	2	35
jaspar_2022_nematodes_m3_MA0262.1	jaspar_2022_nematodes_m2_MA0261.1	mab-3	lin-14	0.600942	0.277358	0.277358	0.600942	13	6	6	13	0.461538	0.461538	1.000000	R	1	35
jaspar_2022_nematodes_m3_MA0262.1	jaspar_2022_nematodes_m3_MA0262.1	mab-3	mab-3	1.000000	1.000000	1.000000	1.000000	13	13	13	13	1.000000	1.000000	1.000000	D	0	49
jaspar_2022_nematodes_m3_MA0262.1	jaspar_2022_nematodes_m4_MA0263.1	mab-3	ceh-10::ttx-3	0.414177	0.331341	0.382317	0.355008	13	14	12	15	0.800000	0.923077	0.857143	R	-2	51
jaspar_2022_nematodes_m3_MA0262.1	jaspar_2022_nematodes_m5_MA0264.1	mab-3	ceh-22	0.392377	0.196188	0.241463	0.285365	13	11	8	16	0.500000	0.615385	0.727273	R	-3	45
jaspar_2022_nematodes_m3_MA0262.1	jaspar_2022_nematodes_m6_MA0537.1	mab-3	blmp-1	0.390467	0.278905	0.300359	0.354970	13	11	10	14	0.714286	0.769231	0.909091	R	3	45
jaspar_2022_nematodes_m3_MA0262.1	jaspar_2022_nematodes_m7_MA0538.1	mab-3	daf-12	0.223589	0.144675	0.189191	0.163965	13	15	11	17	0.647059	0.846154	0.733333	D	-4	53
jaspar_2022_nematodes_m3_MA0262.1	jaspar_2022_nematodes_m8_MA0540.1	mab-3	dpy-27	0.340177	0.240125	0.314009	0.255132	13	16	12	17	0.705882	0.923077	0.750000	R	1	55
jaspar_2022_nematodes_m3_MA0262.1	jaspar_2022_nematodes_m9_MA0541.1	mab-3	efl-1	0.389831	0.337854	0.389831	0.337854	13	15	13	15	0.866667	1.000000	0.866667	R	0	53
jaspar_2022_nematodes_m3_MA0262.1	jaspar_2022_nematodes_m10_MA0542.1	mab-3	elt-3	0.394110	0.242529	0.242529	0.394110	13	8	8	13	0.615385	0.615385	1.000000	R	2	39
jaspar_2022_nematodes_m3_MA0262.1	jaspar_2022_nematodes_m11_MA0543.1	mab-3	eor-1	0.239521	0.154984	0.202672	0.175649	13	15	11	17	0.647059	0.846154	0.733333	R	2	53
jaspar_2022_nematodes_m3_MA0262.1	jaspar_2022_nematodes_m12_MA0544.1	mab-3	snpc-4	0.325316	0.300291	0.300291	0.325316	13	12	12	13	0.923077	0.923077	1.000000	D	1	47
jaspar_2022_nematodes_m3_MA0262.1	jaspar_2022_nematodes_m13_MA0545.1	mab-3	hlh-1	0.659509	0.271562	0.355120	0.419687	13	11	7	17	0.411765	0.538462	0.636364	R	-4	45
jaspar_2022_nematodes_m3_MA0262.1	jaspar_2022_nematodes_m14_MA0546.1	mab-3	pha-4	0.487096	0.374689	0.374689	0.487096	13	10	10	13	0.769231	0.769231	1.000000	R	2	43
jaspar_2022_nematodes_m3_MA0262.1	jaspar_2022_nematodes_m15_MA0547.1	mab-3	skn-1	0.600922	0.520799	0.600922	0.520799	13	15	13	15	0.866667	1.000000	0.866667	D	-2	53
jaspar_2022_nematodes_m3_MA0262.1	jaspar_2022_nematodes_m16_MA0918.1	mab-3	unc-62	0.288566	0.266368	0.266368	0.288566	13	12	12	13	0.923077	0.923077	1.000000	D	1	47
jaspar_2022_nematodes_m3_MA0262.1	jaspar_2022_nematodes_m17_MA0919.1	mab-3	dsc-1	0.383469	0.167768	0.206483	0.268428	13	10	7	16	0.437500	0.538462	0.700000	D	6	43
jaspar_2022_nematodes_m3_MA0262.1	jaspar_2022_nematodes_m18_MA0920.1	mab-3	fkh-2	0.509529	0.313556	0.313556	0.509529	13	8	8	13	0.615385	0.615385	1.000000	R	1	39
jaspar_2022_nematodes_m3_MA0262.1	jaspar_2022_nematodes_m19_MA0921.1	mab-3	ceh-48	0.324511	0.224661	0.224661	0.324511	13	9	9	13	0.692308	0.692308	1.000000	D	4	41
jaspar_2022_nematodes_m3_MA0262.1	jaspar_2022_nematodes_m20_MA0922.1	mab-3	ces-2	0.586607	0.406112	0.406112	0.586607	13	9	9	13	0.692308	0.692308	1.000000	R	4	41
jaspar_2022_nematodes_m3_MA0262.1	jaspar_2022_nematodes_m21_MA0923.1	mab-3	lim-4	0.399645	0.186501	0.215193	0.310835	13	9	7	15	0.466667	0.538462	0.777778	D	6	41
jaspar_2022_nematodes_m3_MA0262.1	jaspar_2022_nematodes_m22_MA0924.1	mab-3	pal-1	0.384441	0.236579	0.236579	0.384441	13	8	8	13	0.615385	0.615385	1.000000	R	0	39
jaspar_2022_nematodes_m3_MA0262.1	jaspar_2022_nematodes_m23_MA0925.1	mab-3	sma-4	0.323056	0.273355	0.273355	0.323056	13	11	11	13	0.846154	0.846154	1.000000	D	0	45
jaspar_2022_nematodes_m3_MA0262.1	jaspar_2022_nematodes_m24_MA0926.1	mab-3	unc-86	0.473021	0.291090	0.291090	0.473021	13	8	8	13	0.615385	0.615385	1.000000	R	4	39
jaspar_2022_nematodes_m3_MA0262.1	jaspar_2022_nematodes_m25_MA0927.1	mab-3	vab-7	0.484253	0.193701	0.223501	0.363190	13	8	6	15	0.400000	0.461538	0.750000	D	7	39
jaspar_2022_nematodes_m3_MA0262.1	jaspar_2022_nematodes_m26_MA0928.1	mab-3	zfh-2	0.420648	0.173208	0.226503	0.267685	13	11	7	17	0.411765	0.538462	0.636364	R	6	45
jaspar_2022_nematodes_m3_MA0262.1	jaspar_2022_nematodes_m27_MA1438.1	mab-3	atf-7	0.431659	0.332045	0.332045	0.431659	13	10	10	13	0.769231	0.769231	1.000000	D	0	43
jaspar_2022_nematodes_m3_MA0262.1	jaspar_2022_nematodes_m28_MA1439.1	mab-3	elt-6	0.351479	0.216295	0.216295	0.351479	13	8	8	13	0.615385	0.615385	1.000000	D	4	39
jaspar_2022_nematodes_m3_MA0262.1	jaspar_2022_nematodes_m29_MA1440.1	mab-3	fkh-9	0.543523	0.334476	0.334476	0.543523	13	8	8	13	0.615385	0.615385	1.000000	R	1	39
jaspar_2022_nematodes_m3_MA0262.1	jaspar_2022_nematodes_m30_MA1441.1	mab-3	lim-7	0.481050	0.198079	0.259027	0.306122	13	11	7	17	0.411765	0.538462	0.636364	D	-4	45
jaspar_2022_nematodes_m3_MA0262.1	jaspar_2022_nematodes_m31_MA1442.1	mab-3	mab-5	0.537840	0.168075	0.206862	0.336150	13	8	5	16	0.312500	0.384615	0.625000	R	8	39
jaspar_2022_nematodes_m3_MA0262.1	jaspar_2022_nematodes_m32_MA1443.1	mab-3	unc-30	0.285751	0.175847	0.175847	0.285751	13	8	8	13	0.615385	0.615385	1.000000	D	1	39
jaspar_2022_nematodes_m3_MA0262.1	jaspar_2022_nematodes_m33_MA1444.1	mab-3	cebp-1	0.614353	0.567095	0.567095	0.614353	13	12	12	13	0.923077	0.923077	1.000000	R	1	47
jaspar_2022_nematodes_m3_MA0262.1	jaspar_2022_nematodes_m34_MA1445.1	mab-3	ceh-28	0.283654	0.218195	0.218195	0.283654	13	10	10	13	0.769231	0.769231	1.000000	R	3	43
jaspar_2022_nematodes_m3_MA0262.1	jaspar_2022_nematodes_m35_MA1446.1	mab-3	daf-16	0.426308	0.334956	0.360722	0.390782	13	12	11	14	0.785714	0.846154	0.916667	R	-1	47
jaspar_2022_nematodes_m3_MA0262.1	jaspar_2022_nematodes_m36_MA1448.1	mab-3	fos-1	0.376225	0.202583	0.202583	0.376225	13	7	7	13	0.538462	0.538462	1.000000	R	5	37
jaspar_2022_nematodes_m3_MA0262.1	jaspar_2022_nematodes_m37_MA1449.1	mab-3	hlh-30	0.206465	0.190583	0.190583	0.206465	13	12	12	13	0.923077	0.923077	1.000000	D	0	47
jaspar_2022_nematodes_m3_MA0262.1	jaspar_2022_nematodes_m38_MA1450.1	mab-3	lin-54	0.309518	0.287410	0.309518	0.287410	13	14	13	14	0.928571	1.000000	0.928571	R	0	51
jaspar_2022_nematodes_m3_MA0262.1	jaspar_2022_nematodes_m39_MA1451.1	mab-3	nhr-6	0.454048	0.279414	0.279414	0.454048	13	8	8	13	0.615385	0.615385	1.000000	R	5	39
jaspar_2022_nematodes_m3_MA0262.1	jaspar_2022_nematodes_m40_MA1699.1	mab-3	ceh-38	0.351121	0.285286	0.351121	0.285286	13	16	13	16	0.812500	1.000000	0.812500	R	-1	55
jaspar_2022_nematodes_m3_MA0262.1	jaspar_2022_nematodes_m41_MA1701.1	mab-3	elt-2	0.343471	0.264208	0.264208	0.343471	13	10	10	13	0.769231	0.769231	1.000000	R	1	43
jaspar_2022_nematodes_m3_MA0262.1	jaspar_2022_nematodes_m42_MA1703.1	mab-3	pqm-1	0.318655	0.227611	0.245120	0.289687	13	11	10	14	0.714286	0.769231	0.909091	D	-1	45
jaspar_2022_nematodes_m3_MA0262.1	jaspar_2022_nematodes_m43_MA1704.1	mab-3	zip-8	0.378554	0.270396	0.291196	0.344140	13	11	10	14	0.714286	0.769231	0.909091	D	-1	45
