18	jaspar_2022_nematodes_m18_MA0920.1	/opt/rsat-tools/rsat_teaching/public_html/tmp/www-data/2022/12/15/matrix-clustering_2022-12-15.141331_YLSxpS/matrix-clustering_data/motif_jaspar_2022_nematodes_m18_MA0920.1.tf	fkh-2
19	jaspar_2022_nematodes_m19_MA0921.1	/opt/rsat-tools/rsat_teaching/public_html/tmp/www-data/2022/12/15/matrix-clustering_2022-12-15.141331_YLSxpS/matrix-clustering_data/motif_jaspar_2022_nematodes_m19_MA0921.1.tf	ceh-48
20	jaspar_2022_nematodes_m20_MA0922.1	/opt/rsat-tools/rsat_teaching/public_html/tmp/www-data/2022/12/15/matrix-clustering_2022-12-15.141331_YLSxpS/matrix-clustering_data/motif_jaspar_2022_nematodes_m20_MA0922.1.tf	ces-2
21	jaspar_2022_nematodes_m21_MA0923.1	/opt/rsat-tools/rsat_teaching/public_html/tmp/www-data/2022/12/15/matrix-clustering_2022-12-15.141331_YLSxpS/matrix-clustering_data/motif_jaspar_2022_nematodes_m21_MA0923.1.tf	lim-4
22	jaspar_2022_nematodes_m22_MA0924.1	/opt/rsat-tools/rsat_teaching/public_html/tmp/www-data/2022/12/15/matrix-clustering_2022-12-15.141331_YLSxpS/matrix-clustering_data/motif_jaspar_2022_nematodes_m22_MA0924.1.tf	pal-1
23	jaspar_2022_nematodes_m23_MA0925.1	/opt/rsat-tools/rsat_teaching/public_html/tmp/www-data/2022/12/15/matrix-clustering_2022-12-15.141331_YLSxpS/matrix-clustering_data/motif_jaspar_2022_nematodes_m23_MA0925.1.tf	sma-4
24	jaspar_2022_nematodes_m24_MA0926.1	/opt/rsat-tools/rsat_teaching/public_html/tmp/www-data/2022/12/15/matrix-clustering_2022-12-15.141331_YLSxpS/matrix-clustering_data/motif_jaspar_2022_nematodes_m24_MA0926.1.tf	unc-86
25	jaspar_2022_nematodes_m25_MA0927.1	/opt/rsat-tools/rsat_teaching/public_html/tmp/www-data/2022/12/15/matrix-clustering_2022-12-15.141331_YLSxpS/matrix-clustering_data/motif_jaspar_2022_nematodes_m25_MA0927.1.tf	vab-7
26	jaspar_2022_nematodes_m26_MA0928.1	/opt/rsat-tools/rsat_teaching/public_html/tmp/www-data/2022/12/15/matrix-clustering_2022-12-15.141331_YLSxpS/matrix-clustering_data/motif_jaspar_2022_nematodes_m26_MA0928.1.tf	zfh-2
27	jaspar_2022_nematodes_m27_MA1438.1	/opt/rsat-tools/rsat_teaching/public_html/tmp/www-data/2022/12/15/matrix-clustering_2022-12-15.141331_YLSxpS/matrix-clustering_data/motif_jaspar_2022_nematodes_m27_MA1438.1.tf	atf-7
28	jaspar_2022_nematodes_m28_MA1439.1	/opt/rsat-tools/rsat_teaching/public_html/tmp/www-data/2022/12/15/matrix-clustering_2022-12-15.141331_YLSxpS/matrix-clustering_data/motif_jaspar_2022_nematodes_m28_MA1439.1.tf	elt-6
29	jaspar_2022_nematodes_m29_MA1440.1	/opt/rsat-tools/rsat_teaching/public_html/tmp/www-data/2022/12/15/matrix-clustering_2022-12-15.141331_YLSxpS/matrix-clustering_data/motif_jaspar_2022_nematodes_m29_MA1440.1.tf	fkh-9
30	jaspar_2022_nematodes_m30_MA1441.1	/opt/rsat-tools/rsat_teaching/public_html/tmp/www-data/2022/12/15/matrix-clustering_2022-12-15.141331_YLSxpS/matrix-clustering_data/motif_jaspar_2022_nematodes_m30_MA1441.1.tf	lim-7
31	jaspar_2022_nematodes_m31_MA1442.1	/opt/rsat-tools/rsat_teaching/public_html/tmp/www-data/2022/12/15/matrix-clustering_2022-12-15.141331_YLSxpS/matrix-clustering_data/motif_jaspar_2022_nematodes_m31_MA1442.1.tf	mab-5
32	jaspar_2022_nematodes_m32_MA1443.1	/opt/rsat-tools/rsat_teaching/public_html/tmp/www-data/2022/12/15/matrix-clustering_2022-12-15.141331_YLSxpS/matrix-clustering_data/motif_jaspar_2022_nematodes_m32_MA1443.1.tf	unc-30
33	jaspar_2022_nematodes_m33_MA1444.1	/opt/rsat-tools/rsat_teaching/public_html/tmp/www-data/2022/12/15/matrix-clustering_2022-12-15.141331_YLSxpS/matrix-clustering_data/motif_jaspar_2022_nematodes_m33_MA1444.1.tf	cebp-1
34	jaspar_2022_nematodes_m34_MA1445.1	/opt/rsat-tools/rsat_teaching/public_html/tmp/www-data/2022/12/15/matrix-clustering_2022-12-15.141331_YLSxpS/matrix-clustering_data/motif_jaspar_2022_nematodes_m34_MA1445.1.tf	ceh-28
35	jaspar_2022_nematodes_m35_MA1446.1	/opt/rsat-tools/rsat_teaching/public_html/tmp/www-data/2022/12/15/matrix-clustering_2022-12-15.141331_YLSxpS/matrix-clustering_data/motif_jaspar_2022_nematodes_m35_MA1446.1.tf	daf-16
36	jaspar_2022_nematodes_m36_MA1448.1	/opt/rsat-tools/rsat_teaching/public_html/tmp/www-data/2022/12/15/matrix-clustering_2022-12-15.141331_YLSxpS/matrix-clustering_data/motif_jaspar_2022_nematodes_m36_MA1448.1.tf	fos-1
37	jaspar_2022_nematodes_m37_MA1449.1	/opt/rsat-tools/rsat_teaching/public_html/tmp/www-data/2022/12/15/matrix-clustering_2022-12-15.141331_YLSxpS/matrix-clustering_data/motif_jaspar_2022_nematodes_m37_MA1449.1.tf	hlh-30
38	jaspar_2022_nematodes_m38_MA1450.1	/opt/rsat-tools/rsat_teaching/public_html/tmp/www-data/2022/12/15/matrix-clustering_2022-12-15.141331_YLSxpS/matrix-clustering_data/motif_jaspar_2022_nematodes_m38_MA1450.1.tf	lin-54
39	jaspar_2022_nematodes_m39_MA1451.1	/opt/rsat-tools/rsat_teaching/public_html/tmp/www-data/2022/12/15/matrix-clustering_2022-12-15.141331_YLSxpS/matrix-clustering_data/motif_jaspar_2022_nematodes_m39_MA1451.1.tf	nhr-6
40	jaspar_2022_nematodes_m40_MA1699.1	/opt/rsat-tools/rsat_teaching/public_html/tmp/www-data/2022/12/15/matrix-clustering_2022-12-15.141331_YLSxpS/matrix-clustering_data/motif_jaspar_2022_nematodes_m40_MA1699.1.tf	ceh-38
41	jaspar_2022_nematodes_m41_MA1701.1	/opt/rsat-tools/rsat_teaching/public_html/tmp/www-data/2022/12/15/matrix-clustering_2022-12-15.141331_YLSxpS/matrix-clustering_data/motif_jaspar_2022_nematodes_m41_MA1701.1.tf	elt-2
42	jaspar_2022_nematodes_m42_MA1703.1	/opt/rsat-tools/rsat_teaching/public_html/tmp/www-data/2022/12/15/matrix-clustering_2022-12-15.141331_YLSxpS/matrix-clustering_data/motif_jaspar_2022_nematodes_m42_MA1703.1.tf	pqm-1
43	jaspar_2022_nematodes_m43_MA1704.1	/opt/rsat-tools/rsat_teaching/public_html/tmp/www-data/2022/12/15/matrix-clustering_2022-12-15.141331_YLSxpS/matrix-clustering_data/motif_jaspar_2022_nematodes_m43_MA1704.1.tf	zip-8
